31316,Huyện Vĩnh Bảo,31,1,vb
31317,Huyện Cát Hải,31,1,ch
31318,Huyện Bạch Long Vĩ,31,1,bl
31319,Quận Dương Kinh,31,1,dk
33_KXD,Không Xác định,33,1,kx
33323,Thành Phố Hưng Yên,33,1,hy
33325,Huyện Văn Lâm,33,1,vl
33326,Huyện Văn Giang,33,1,vg
33327,Huyện Yên Mỹ,33,1,ym
33328,Huyện Mỹ Hào,33,1,mh
33329,Huyện ân Thi,33,1,at
33330,Huyện Khoái Châu,33,1,kc
33331,Huyện Kim động,33,1,kd
33332,Huyện Tiên Lữ,33,1,tl
33333,Huyện Phù Cừ,33,1,pc
34_KXD,Không Xác định,34,1,kx
34336,Thành Phố Thái Bình,34,1,tb
34338,Huyện Quỳnh Phụ,34,1,qp
34339,Diện Lực Hưng Hà,34,1,dl
34340,Huyện đông Hưng,34,1,dh
34341,Huyện Thái Thụy,34,1,tt
34342,Huyện Tiền Hải,34,1,th
34343,Huyện Kiến Xương,34,1,kx
34344,Huyện Vũ Thư,34,1,vt
35_KXD,Không Xác định,35,1,kx
35347,Thành Phố Phủ Lý,35,1,pl
35349,Huyện Duy Tiên,35,1,dt
35350,Huyện Kim Bảng,35,1,kb
35351,Huyện Thanh Liêm,35,1,tl
35352,Huyện Bình Lục,35,1,bl
35353,Huyện Lý Nhân,35,1,ln
36_KXD,Không Xác định,36,1,kx
36356,Thành Phố Nam định,36,1,nd
36358,Huyện Mỹ Lộc,36,1,ml
36359,Huyện Vụ Bản,36,1,vb
36360,Huyện ý Yên,36,1,yy
36361,Huyện Nghĩa Hưng,36,1,nh
36362,Huyện Nam Trực,36,1,nt
36363,Huyện Trực Ninh,36,1,tn
36364,Huyện Xuân Trường,36,1,xt
36365,Huyện Giao Thủy,36,1,gt
36366,Huyện Hải Hậu,36,1,hh
37_KXD,Không Xác định,37,1,kx
37369,Thành Phố Ninh Bình,37,1,nb
37370,Thị Xã Tam điệp,37,1,tt
37372,Huyện Nho Quan,37,1,nq
37373,Huyện Gia Viễn,37,1,gv
37374,Huyện Hoa Lư,37,1,hl
37375,Huyện Yên Khánh,37,1,yk
37376,Huyện Kim Sơn,37,1,ks
37377,Huyện Yên Mô,37,1,ym
38_KXD,Không Xác định,38,1,kx
38380,Thành Phố Thanh Hóa,38,1,th
38381,Thị Xã Bỉm Sơn,38,1,bs
38382,Thị Xã Sầm Sơn,38,1,ss
38384,Huyện Mường Lát,38,1,ml
38385,Huyện Quan Hóa,38,1,qh
38386,Huyện Bá Thước,38,1,bt
38387,Huyện Quan Sơn,38,1,qs
38388,Huyện Lang Chánh,38,1,lc
38389,Huyện Ngọc Lặc,38,1,nl
38390,Huyện Cẩm Thủy,38,1,ct
38391,Huyện Thạch Thành,38,1,tt
38392,Huyện Hà Trung,38,1,ht
38393,Huyện Vĩnh Lộc,38,1,vl
38394,Huyện Yên định,38,1,yd
38395,Huyện Thọ Xuân,38,1,tx
38396,Huyện Thường Xuân,38,1,tx
38397,Huyện Triệu Sơn,38,1,ts
38398,Huyện Thiệu Hoá,38,1,th
38399,Huyện Hoằng Hóa,38,1,hh
38400,Huyện Hậu Lộc,38,1,hl
38401,Huyện Nga Sơn,38,1,ns
38402,Huyện Như Xuân,38,1,nx
38403,Huyện Như Thanh,38,1,nt
38404,Huyện Nông Cống,38,1,nc
38405,Huyện đông Sơn,38,1,ds
38406,Huyện Quảng Xương,38,1,qx
38407,Huyện Tĩnh Gia,38,1,tg
40_KXD,Không Xác định,40,1,kx
40412,Tp Vinh,40,1,Vi
40413,Tx Cửa Lò,40,1,cl
40414,Thái Hoà,40,1,th
40415,Quế Phong,40,1,qp
40416,Quỳ Châu,40,1,qc
40417,Kỳ Sơn,40,1,ks
40418,Tương Dương,40,1,td
40419,Nghĩa đàn,40,1,nd
40420,Quỳ Hợp,40,1,qh
40421,Quỳnh Lưu,40,1,ql
40422,Con Cuông,40,1,cc
40423,Tân Kỳ,40,1,tk
40424,Anh Sơn,40,1,as
40425,Diễn Châu,40,1,dc
40426,Yên Thành,40,1,yt
40427,Dô Lương,40,1,dl
40428,Thanh Chương,40,1,tc
40429,Nghi Lộc,40,1,nl
40430,Nam đàn,40,1,nd
40431,Hưng Nguyên,40,1,hn
42_KXD,Không Xác định,42,1,kx
42436,Thành Phố Hà Tĩnh,42,1,ht
42437,Thị Xã Hồng Lĩnh,42,1,th
42439,Huyện Hương Sơn,42,1,hs
42440,Huyện đức Thọ,42,1,dt
42441,Huyện Vũ Quang,42,1,vq
42442,Huyện Nghi Xuân,42,1,nx
42443,Huyện Can Lộc,42,1,cl
42444,Huyện Hương Khê,42,1,hk
42445,Huyện Thạch Hà,42,1,th
